date,AAPL,ABBV,AMZN,CSCO,CVX,DWDP,INTC,JNJ,JPM,MSFT,ORCL,PEP,PFE,UNH,WFC,WMT,XOM
2016-02-04,93.83235974552,53.251150891975,536.26,22.131267346702,78.796729864455,,28.108382783456,98.507427742977,55.84493818188,49.515384772761,35.474706812771,92.670360412739,27.152133247323,110.9507732522,45.811445399363,63.255857916089,74.275198337283
2016-02-05,91.32627808772,49.836172223075,502.13,21.520166081819,77.021735713716,,27.419127847886,95.321816990173,55.223376369924,47.763301926956,34.744774573825,92.603752699125,27.180221661027,108.54133439348,45.441155996135,63.808227647967,74.50780261618
2016-02-08,92.28791407269,49.620390603886,488.1,21.557772313504,79.911909435599,,27.211407182371,96.706040710141,54.066315150745,47.049137723502,34.657182705152,92.794060452309,26.740169846329,106.88970291775,44.149890384878,63.712991487298,75.512653101014
2016-02-09,92.268487083095,50.173917366153,482.07,21.294528691708,77.058908366088,,27.201965333939,96.677597756991,53.741190510645,46.92534926157,34.141363922963,93.517229914406,27.245761293003,107.99726755442,44.102417384464,62.67491733601,75.187007110558
2016-02-10,91.569115457662,49.460899841877,490.48,21.16290688081,77.170426323202,,26.654338124856,96.450054131791,53.090941230445,47.334803404884,34.258153081194,92.8892143289,27.610910671157,109.53231327892,43.836568582147,62.655870103877,74.501611066718
2016-02-11,91.015446254195,48.95428212726,503.82,23.203044949729,77.123960507738,,26.644896276423,96.421611178641,50.748131323842,47.315759026125,33.9077856065,92.204106417439,27.273849706708,107.47263167389,42.877613973787,62.208260148734,74.736335739266
2016-02-12,91.297137603327,49.329554508458,507.08,23.607311940344,79.391492302399,,27.041453910587,96.535382991241,54.974751645142,48.087056365854,34.589055696183,93.717053055249,27.489194211773,108.63848918617,44.918952991582,63.027291130484,76.07896086624
2016-02-16,93.871213724711,50.202062794743,521.1,24.293625668598,79.809684641578,,27.173639788641,97.009432210409,55.797125734806,48.991664356895,34.744774573825,93.8217223195,27.910520417334,111.87374378276,45.80195079928,62.760629880612,76.257351617377
2016-02-17,95.308810954766,51.609334224235,534.1,24.876522259717,83.103328035582,,27.825127330482,97.180089929309,56.198750290224,50.267039451721,35.649890550118,94.725684147122,27.74198993511,114.9341197525,45.697510198369,62.960625818016,76.989692595726
2016-02-18,93.502100922399,51.177770985857,525.0,24.848317585953,81.616483303432,,27.777918088319,98.829781212011,55.280751306412,50.046485863894,35.649890550118,94.792291860736,27.667087498565,114.10830401463,45.317726195059,61.065426220711,77.412197006313
2016-02-19,93.28840403685,50.933843938079,534.9,24.961136281009,81.400043880397,,27.107546849614,99.465007165696,55.290313795827,49.691682266086,35.795876997907,94.754230310099,27.610910671157,114.33176003782,45.659531798038,61.579701488321,77.459141940822
2016-02-22,94.104337599855,51.862643081543,559.5,25.036348744379,83.583258930137,,27.711825149292,100.02841302426,56.00750050193,50.487593039549,36.117047183043,95.030176552215,28.135227726967,117.8196170954,46.703937807143,62.503492246807,77.355863084901
2016-02-23,91.977082239165,51.665625081415,552.94,24.556869290394,79.903788738549,,27.192523485506,99.388613150975,53.664690595327,49.077967934741,35.572031111297,94.716168759463,28.050962485855,117.70303134417,45.669026398121,63.31299961249,76.266740604279
2016-02-24,93.346685005636,51.496752509875,554.04,24.744900448819,80.242563487647,,27.560755574373,100.2289473129,53.683815574156,49.250575090431,35.649890550118,94.849384186691,28.107139313263,116.78006081361,45.203790994065,63.922511040769,76.539021224434
2016-02-25,93.987775662283,52.725769558298,555.15,25.008144070615,80.270794716738,,27.966755056969,101.58494107418,54.515752153236,49.960182286049,36.29223092039,95.79140756495,28.640819173642,117.75160874051,45.336715395224,64.79868371892,76.999081582628
2016-02-26,94.133478084248,52.5381333677,555.23,24.829514470111,79.376805795509,,28.136708328753,101.01198596378,55.022564092215,49.193039371868,35.971060735254,93.59335301568,28.303758209192,117.87790997101,45.640542597873,63.341570460691,76.754967923179
2016-02-29,93.919781198699,51.234061843037,552.52,24.613278637921,78.520458513067,,27.938429511671,100.4676786089,53.836815404792,48.790289341923,35.795876997907,93.079522082084,27.779441153382,115.71135809402,44.548663588354,63.179668987554,75.252730018872
2016-03-01,97.649763201006,52.857114891718,579.04,25.224379902805,81.051858721602,,28.674893689404,102.38707822874,56.609937335056,50.420468034558,36.973501010073,94.2879763148,28.125864922399,118.20823626616,46.257691603253,63.293952380356,76.313685538788
2016-03-02,97.863460086554,52.256679081801,580.21,25.290190808254,82.002310101015,,28.835405112756,102.21519169562,57.14543674228,50.775271632366,36.749655123463,94.233262835759,28.069688094991,117.8196170954,47.064732610288,63.055861978685,77.646921678861
2016-03-03,98.59197219638,52.47246070099,577.49,25.26198613449,82.369316079204,,28.873172506486,101.84277087386,57.336686530574,50.199914446731,36.876176711547,95.028682424427,27.985422853879,118.35396845519,47.254624611944,62.989196666217,77.365252071803
2016-03-04,100.05870991083,52.678860510649,575.14,25.196175229041,82.74573246709,,28.920381748648,101.69953209626,57.422748935306,49.893057281058,36.876176711547,95.833685381633,27.816892371654,118.33453749665,47.577441014758,63.598708094496,77.261973215882
2016-03-07,98.951371503894,52.913405748897,562.8,25.515828198365,85.324184724111,,29.213079050054,101.92871414042,57.317561551744,48.934128638332,37.33360091462,95.11493274127,27.891794808198,118.29567557958,47.539462614427,64.655829477917,79.299383373598
2016-03-08,98.135437940889,51.900170319663,560.26,25.431214177073,83.50797565256,,28.854288809621,101.43215304474,56.208312779639,49.528664396822,37.129219887715,95.58451779964,27.489194211773,118.19852078689,46.571013405984,64.79868371892,77.581198770547
2016-03-09,98.222859394068,52.904023939367,559.47,25.957701420665,87.347422808999,,29.142265186811,102.02420665882,56.533437419738,50.669789481667,37.450390072851,96.025352752396,27.844980785358,118.14022791127,46.324153803832,64.789160102853,77.365252071803
2016-03-10,98.271426868057,52.753914986888,558.93,25.741465588475,88.401388695081,,29.505776351461,102.31068421402,56.045750459589,49.912235853913,37.031895589189,96.581188127609,27.704538716838,119.10603159114,46.058305001515,64.674030542475,77.158694359961
2016-03-11,99.330197801003,54.16118641638,569.61,26.192740368697,89.003654915699,,29.987310621517,102.8549915689,56.743812186862,50.890343069494,37.907814275924,97.089106660132,28.556553932529,122.04246500165,47.539462614427,64.443771421719,77.168083346863
2016-03-14,99.582748665742,53.673332320823,573.37,26.042315441956,88.70252180539,,29.675729623245,102.8072453097,56.533437419738,50.986235933766,37.664503529609,96.456604336613,28.182041749808,122.15953211437,47.359065212854,64.626059892318,77.374641058705
2016-03-15,101.58372859406,52.181624605562,577.02,26.004709210271,88.711932215087,,29.88345028876,102.9027378281,56.609937335056,51.388985963711,37.703433249019,96.935772763521,27.657724693997,121.79857518351,47.454011213682,65.326431384619,77.759589521684
2016-03-16,102.93390437094,52.828969463128,574.27,26.21154348454,89.775308510866,,29.921217682489,102.5685140137,56.342187631444,52.117771732184,39.143832867206,96.6291049703,27.189584465595,121.84735314713,47.03624881004,65.230490084303,77.806534456193
2016-03-17,102.76877495938,51.900170319663,559.44,26.502991780099,91.177459555742,,30.195031287031,101.92871414042,56.179625311394,52.415039611429,39.523397631458,97.625775298269,27.470468602636,121.48639621627,47.216646211613,64.712407062601,78.961379845129
2016-03-18,102.88533689695,53.072896510906,552.08,26.634613590997,91.930292331514,,30.855960677304,102.65445728026,57.833935980138,51.293093099439,40.370119028635,97.069939923056,27.573459452885,123.62287102326,47.985708818317,64.232700561025,79.055269714148
2016-03-21,102.87562340215,52.547515177229,553.98,26.502991780099,90.75399111937,,30.5349378306,102.44437373978,57.814811001309,51.647896697248,40.496640616719,97.30952413651,28.153953336104,123.64238220871,48.109138619393,65.21130182424,78.510708473837
2016-03-22,103.66241648077,53.945404797191,560.48,26.587605801391,89.869412607837,,30.516054133735,102.53986625818,57.604436234186,51.84927171222,40.272794730109,96.571604759071,28.444200277713,124.89109807763,47.82430061691,65.115360523925,78.980157818933
2016-03-23,103.0893202877,52.875878510778,569.63,26.164535694933,88.07202435568,,30.213914983896,103.60938246427,57.317561551744,51.753378847947,39.659651649394,96.609938233224,28.26630699092,126.61783799013,47.245130011861,64.722001192633,78.632765303562
2016-03-24,102.64249952701,52.650715082059,582.95,26.28675594791,89.257735977522,,30.100612802706,103.42794667931,56.877687038668,51.983521722202,39.873765106152,96.485354442228,28.163316140672,125.44716686301,46.428594404743,65.240084214335,78.848712002306
2016-03-28,102.17625177672,52.641333272529,579.87,26.230346600382,89.09775901267,,30.119496499571,103.35155266459,56.80118712335,51.341039531575,39.53313006131,96.772855498373,27.88243200363,125.76910142297,46.238702403087,65.355213774713,79.074047687952
2016-03-29,104.59491198134,53.523223368344,593.86,26.418377758808,89.700025233288,,30.57270522433,104.22053458203,56.447375015006,52.462986043565,39.610989500131,97.146606871361,28.135227726967,126.65686036103,45.621553397707,65.268866604429,79.365106281912
2016-03-30,106.4210490033,53.476314320694,598.69,26.756833843974,89.634152365408,,30.884286222601,104.06774655259,57.097624295206,52.789021782092,39.873765106152,98.411611518398,28.153953336104,126.51052647014,46.191229402673,66.007614616856,79.35571729501
2016-03-31,105.86737979984,53.588896035054,593.64,26.766235401895,89.775308510866,,30.544379679032,103.32290490907,56.629062313886,52.961628937783,39.815370527036,98.210360779097,27.751352739678,125.74959023752,45.915886000273,65.710196585879,78.482541513131
2016-04-01,106.8387292796,53.870350320952,598.5,26.973069676164,88.70252180539,,30.638798163357,104.26828084123,57.250624125841,53.28766467631,40.058681273351,99.456198689058,28.125864922399,126.74466069556,46.001337401018,66.257061997676,77.891035338311
2016-04-04,107.93635419174,55.549694226812,593.19,26.700424496446,87.921457800526,,30.213914983896,103.69532573083,57.030686869303,53.153414666328,39.971089404678,99.494532163211,28.762535633026,126.32517020835,46.048810401432,66.295438517802,78.078815076349
2016-04-05,106.66388637325,54.921112988306,586.14,26.169072765174,87.206266663542,,30.119496499571,104.03909879707,56.221467663725,52.319146747156,39.445538192637,98.804529628463,29.361755125381,123.93504999049,45.108844993238,65.854108536352,77.186861320667
2016-04-06,107.78093827498,56.187657274849,602.08,26.567586563628,89.248325567825,,30.289449771356,104.48791363355,56.654977952428,52.856146787083,39.659651649394,99.590365848593,30.831715442564,124.90085367036,45.650037197956,66.237873737613,78.219649879878
2016-04-07,105.43027253394,55.634130512582,591.43,26.188049612719,89.201273519339,,29.789031804435,104.34467485595,55.219577218724,52.223253882883,38.90052212089,99.283698055371,30.672547764907,123.76920491415,44.558158188437,65.451155075028,77.337085111097
2016-04-08,105.54683447151,54.855440321596,594.6,26.273445426674,90.650476612701,,29.864566591895,104.18233757467,55.624186821513,52.184896737174,39.280086885142,100.70203659902,30.429114846138,122.60828937976,44.691082589596,65.297648994524,78.125760010859
2016-04-11,105.89652028423,54.883585750186,595.93,26.207026460265,89.624741955711,,29.902333985624,104.05819730075,56.067330672187,52.079414586474,39.3092841747,99.954533853043,29.857983767487,123.24240290695,44.653104189265,64.664436412444,78.22903886678
2016-04-12,107.2758365455,56.187657274849,603.17,26.22600330781,91.760904956966,,30.081729105841,104.65980016667,57.107755365073,52.405450325001,39.484467912047,100.53911933387,29.923523399464,123.70091576507,45.35570459539,66.007614616856,79.196104517677
2016-04-13,108.82999571313,55.94373022707,614.82,26.785820310401,91.84559864424,,30.336659013518,104.91762996635,59.525779419835,53.07670037491,40.353868615702,99.782033219356,30.46656606441,124.63745266676,46.552024205819,66.34340916796,79.646775888969
2016-04-14,108.88827668191,56.152122043019,620.75,26.804797157946,92.203194212732,,30.025078015247,104.88898221083,60.296464377528,53.086289661337,40.285488785077,98.862029839692,30.569556914658,124.85207570673,46.324153803832,66.007614616856,80.210115103084
2016-04-15,106.70274035244,56.369986214239,625.89,26.472702325901,91.497413485445,,29.704055168543,105.21365677339,59.602847915605,53.364378967728,40.070580745972,99.44661532052,30.429114846138,124.21796217954,45.811445399363,66.257061997676,79.778221705596
2016-04-18,104.40064208539,56.720463359244,635.35,26.74786661531,92.880743710927,,29.88345028876,105.92985066139,59.988190394451,54.141111168336,40.285488785077,99.398698477829,30.532105696386,124.68623063039,46.371626804246,67.024592400198,80.538729644651
2016-04-19,103.84697288192,56.995161662086,627.9,26.880704548128,94.574617456415,,29.836241046597,107.6009697334,60.999714401424,54.073986163345,40.1096549349,99.973700590119,30.794264224292,127.31048507367,47.359065212854,66.938245229914,80.942456081434
2016-04-20,104.06066976747,57.288804675469,632.99,26.985077209628,95.694456210377,,30.213914983896,108.460402399,61.886002102771,53.306843249164,40.148729123828,98.172027304944,31.112599579605,130.65665337867,47.900257417572,66.400973948149,81.496406308647
2016-04-21,102.93390437094,58.131844294536,631.0,26.795308734174,95.421554329159,,30.185589438598,108.45085314716,61.269454136616,53.489039691282,40.041275104275,96.782438866911,31.121962384173,129.71036088425,47.520473414261,65.691008325816,81.487017321745
2016-04-22,102.65221302181,58.179206070888,620.5,26.709912920219,95.995589320686,,29.874008440327,108.21212185116,61.625895929549,49.653325120376,39.757987234545,97.731192352189,31.150050797877,130.85176523319,48.061665618979,65.930861576604,82.181802352487
2016-04-25,102.06940333395,57.752950083719,626.2,26.785820310401,95.525068835828,,29.637962229515,108.39355763612,61.269454136616,49.969771572476,39.836135612402,98.517028572318,31.093873970469,130.51031948778,47.957225018069,66.650421328968,81.994022614449
2016-04-26,101.36031821372,57.715060662638,616.88,26.994565633401,96.259080792206,,29.647404077948,107.82060252572,61.587361681665,49.327289381849,39.709144498385,98.325361201555,30.94406909738,130.95907675317,48.346503621462,66.487321118432,82.275692221506
2016-04-27,95.017406110836,57.497196491418,606.57,27.174845685083,97.727104704962,,29.977868773084,107.68691299996,61.760765797146,48.847825060486,39.904515443026,98.354111307169,30.89725507454,129.55427140064,48.355998221545,66.602450678811,83.054978134365
2016-04-28,92.113071166332,57.970814254939,602.0,26.529632868537,96.362595298875,,29.373590473406,107.4099846966,61.269454136616,47.850539272051,39.396550986958,98.679945837467,30.812989833428,128.84211313164,47.862279017241,66.113150047203,82.651251697583
2016-04-29,91.054300233386,57.781367149531,659.59,26.083676951219,96.155566285537,,28.589917053511,107.02801462299,60.88411165777,47.821771412769,38.937429267051,98.670362468929,30.625733742067,128.46164501533,47.454011213682,64.155947520773,82.998644212954
2016-05-02,90.957165285409,58.198150781429,683.85,25.969815865947,97.218942581316,,28.901498051783,107.66781449628,61.452491814068,48.531378608387,39.367245345262,99.120780790223,30.709998983179,128.87137990982,48.033181818731,64.846724883043,83.684040256794
2016-05-03,92.453043484251,58.510738505352,671.32,25.485906253538,95.346271051582,,28.665451840971,107.61051898524,60.267563691615,47.735467834924,38.761595416874,99.245364581219,31.552651394303,129.22258124795,47.473000413847,64.280671211183,82.726363592798
2016-05-04,91.491407499281,58.21709549197,670.9,25.087392455083,94.659311143689,,28.42940563016,107.16170414876,59.31384105647,47.821771412769,38.380622074823,99.686199533974,31.271767257262,128.80309076074,46.827367608219,64.462959681782,82.566750815466
2016-05-05,91.122294696969,59.050662755766,659.09,24.869158708311,95.440375148553,,28.477026075101,107.7919547702,58.995933511421,47.88889641776,38.32201079143,99.868283536199,31.430934934918,129.07624735706,46.846504252113,64.482147941845,82.660640684485
2016-05-06,90.614105151255,59.211692795363,673.95,25.172788269038,95.854433175228,,28.610363320938,107.65826524444,59.342741742383,48.320414306987,38.497844641608,100.58703617656,31.440297739486,128.81284635346,46.903914183794,65.479937465123,83.101923068875
2016-05-09,90.682515282409,60.338903072543,679.75,25.153811421492,94.433461310958,,28.381785185218,108.59409192476,58.967032825508,48.013557141314,38.449001905447,100.89370396978,31.665005049119,129.4274486952,46.769957676537,66.151526567329,83.158256990286
2016-05-10,91.298206462794,60.376792493624,703.07,25.647209457674,95.299219003096,,28.705604210821,109.50127084956,59.766618469114,48.924539351904,39.093726022764,102.12995851121,31.646279439983,130.30545204053,47.267510417777,65.998020486825,84.491493130359
2016-05-11,90.408874757793,59.391667545501,713.23,25.334091473174,95.176883677033,,28.629411498914,109.21479329436,59.545046543778,48.953307211186,38.732289775177,101.31537218546,31.32794408467,127.49584133546,46.961324115476,64.194324040899,84.087766693576
2016-05-12,88.288160692023,59.192748084822,717.93,25.305626201856,96.099103827354,,28.343688829265,109.0811037686,59.506512295893,49.39441438684,38.898355078123,101.67954018991,31.356286615506,126.5690600265,47.076143978839,64.619644061649,84.902038502567
2016-05-13,88.464072457847,58.728602676572,709.92,25.172788269038,94.800467289147,,28.48655016409,108.44130389532,58.957399263536,48.982075070468,38.693215586249,99.839533430585,31.356286615506,125.84714616477,46.157585071935,62.77336851703,83.945742540845
2016-05-16,91.747758753233,59.154858663741,710.66,25.590278915038,96.259080792206,,28.943706435529,109.28163805724,59.40054311421,49.701271552513,39.044883286604,99.791616587894,31.535789310805,127.44706337183,46.186290037775,63.817335840689,84.80735573408
2016-05-17,91.366616593947,57.070940504249,695.27,25.28664935431,95.81679153644,,28.553218787008,108.699133695,59.40054311421,48.780700055495,38.683447039017,98.104943725177,31.205126451045,126.39345935743,45.564349111226,62.928030342758,84.769482626685
2016-05-18,92.412314313014,57.269859964928,697.45,25.35306832072,95.160577281748,,28.562742875996,108.46995165084,61.693330863348,49.070429020386,38.556455925,96.705771918605,31.337391594949,127.32024066639,46.549886271758,61.043089341707,84.599053643408
2016-05-19,92.060490781365,56.152122043019,698.52,26.159584341401,94.960859899886,,28.219875672416,107.76330701468,61.067149335222,48.597205044398,37.941037449379,97.108273397208,31.535789310805,126.82270543737,46.291541579192,66.891239627017,85.318642683911
2016-05-20,93.057324121036,56.540488609106,702.8,26.53912129231,94.903797790782,,28.715128299809,108.32671287324,61.182752078876,48.886934009289,38.497844641608,95.929519067014,31.875899680843,127.73973115361,46.645569491228,67.529219658142,84.968316440508
2016-05-23,94.23984210241,56.17106675356,696.75,26.510656020992,94.513873378574,,28.791321011716,107.86509335815,61.13458426902,48.31713371167,38.27316805527,96.236186860235,31.809767108891,127.23244033186,46.597727881493,67.181230550256,84.835760564626
2016-05-24,95.676454856642,57.497196491418,704.2,27.013542480946,95.284211851473,,29.581820397747,108.37479823939,62.175008961906,49.823724329103,38.976503455979,96.878272552292,32.216010050882,129.34940395339,47.076143978839,67.896541494244,84.902038502567
2016-05-25,97.357389507852,57.98975896548,708.35,27.440521550719,96.786847391201,,29.896115334362,109.00952507263,63.11909803508,50.335578833744,39.201180042317,96.878272552292,32.452197807853,130.15911814965,48.320025831938,68.128534232835,85.460666836642
2016-05-26,98.129446702303,58.633879123868,714.91,27.421544703173,96.530067900234,,29.991356224245,108.57675677724,62.647053498493,50.113453293994,39.02534619214,97.654525403884,32.527777890084,129.7298720697,48.367867441673,68.486189704829,85.025126101601
2016-05-27,98.070809447028,59.401139900771,712.24,27.440521550719,97.024606179132,,30.067548936152,108.73062994894,63.03239597734,50.528731477005,39.142568758924,97.712025615113,32.697833075103,130.72494252775,48.65491710008,68.38952606375,85.223959915424
2016-05-31,97.591938528951,59.609531716721,722.79,27.563871059764,96.054550324371,,30.086597114129,108.37479823939,62.878258985801,51.185450464091,39.269559872941,96.954939500598,32.782860667613,130.40300796779,48.53052891477,68.418525156074,84.2866005074
2016-06-01,96.223735905873,59.514808164016,719.44,27.421544703173,96.178184894096,,30.153265737047,108.46135189847,63.28286858859,51.040585981646,39.328171156334,98.059422724621,32.830098219007,131.24198894223,48.798441929284,68.147866961051,84.494902598072
2016-06-02,95.500543090818,61.65556045513,728.24,27.592336331082,95.60756380306,,30.24850662693,110.10587142096,63.398471332244,50.683253591614,37.765203599202,98.474560578038,32.943468342353,132.71508344384,48.9036934707,68.582853345909,83.822654941812
2016-06-03,95.6960006084,61.570309257696,725.54,27.639778449946,95.731198372784,,30.115169381094,110.3655323982,62.271344581618,50.016876972364,38.195019677413,98.986242118297,32.773413157334,133.49553086192,48.023407851584,68.505522433045,83.671162512232
2016-06-06,96.389874795818,59.505335808746,726.73,27.611313178628,96.216226300165,,30.172313915024,111.33685679452,62.887892547772,50.345236465907,38.527150283304,99.150366385927,33.000153404027,134.77351350902,48.310457509991,68.679516986988,84.589585366559
2016-06-07,96.780789830983,59.770561756318,723.74,27.58284790731,98.260951876377,,30.36279569479,111.2983885016,62.675954184407,50.316263569418,38.224325319109,98.94762464356,32.915125811517,133.59308678918,48.099954427159,68.660184258772,85.886739294835
2016-06-08,96.692833948071,58.472849084271,726.64,27.649266873719,98.04221379148,,30.372319783778,111.36570801421,62.858991861859,50.25831777644,38.370853527591,99.613776082764,33.30247373295,136.96852187236,47.841609734592,68.901843361471,85.962485509625
2016-06-09,97.386708135489,57.54455826777,727.65,27.649266873719,97.775923948996,,30.41994022872,112.51975680193,62.3773137633,49.852697225592,38.146176941253,100.0771857796,33.359158794623,137.24167846869,47.018734047157,68.71818244342,85.84886618744
2016-06-10,96.585332313401,57.781367149531,717.91,27.544894212219,96.986564773063,,30.515181118603,112.52937387516,61.500659623924,49.71749037531,37.843351977059,99.739282875658,33.340263774065,135.83687311615,46.253268291404,68.76651426396,85.195555084878
2016-06-13,95.129173807411,56.767825135596,715.24,27.364614160537,97.10068899127,,30.638994275452,112.31779826408,60.951546591568,48.423367665463,37.726129410274,99.497923658555,32.820650708728,134.71497995266,45.899240379368,68.176866053375,85.77311997265
2016-06-14,95.24644831796,56.739408069785,719.3,27.47847524581,96.320840166855,,30.610422008487,112.6351616807,59.805152716999,48.123981068409,37.931268902147,99.662047926185,33.0568384657,134.50035691269,44.856293287154,68.582853345909,85.621627543071
2016-06-15,94.933716289828,57.213025833306,714.26,27.184334108855,95.702667318232,,30.105645292105,111.9523494813,59.699183535316,47.988774218126,37.550295560096,99.304836284873,32.867888260123,134.51499030178,44.760610067685,68.747181535744,85.365984068155
2016-06-16,95.334404200873,57.686643596826,717.51,27.393079431855,96.121122784992,,30.181838004012,112.17354216561,59.940022584595,48.664808469539,37.745666504738,100.2606187846,32.830098219007,135.88699224279,44.827588321313,68.921176089687,86.36962141412
2016-06-17,93.164825755707,56.843603977759,706.39,27.468986822037,96.596640360855,,30.24850662693,111.05796167082,59.997823956422,48.4137100333,38.761595416874,99.835826562499,32.329380174228,134.93639089795,44.58838027264,68.582853345909,85.896207571684
2016-06-20,92.940049610487,56.938327530464,714.01,27.326660465446,97.585716918651,,30.638994275452,112.0773714333,60.084526014163,48.355764240322,38.810438153034,99.797209087763,32.593910462036,135.74979204869,44.904134896888,68.727848807528,86.274938645633
